日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/30,49820824,23900613642,484.50,486.50,476.00,476.00,-15.00,111117
111/07/01,72597018,33459624760,471.50,474.00,452.50,453.50,-22.50,172267
111/07/04,61206245,27225872277,443.00,451.50,440.00,440.00,-13.50,96760
111/07/05,55469884,24538415224,449.50,451.50,433.00,446.00,6.00,70715
111/07/06,42156925,18556660847,442.00,447.50,435.00,435.50,-10.50,59018
111/07/07,50984110,22992311966,442.00,459.00,438.50,457.50,22.00,56227
111/07/08,39134398,18251251558,470.00,470.50,461.50,467.00,9.50,46039
111/07/11,22930675,10673806551,468.00,470.50,461.00,462.00,-5.00,25631
111/07/12,24155935,10932798847,458.00,458.00,449.50,449.50,-12.50,34431
111/07/13,48134139,22639696871,470.50,473.00,466.00,470.50,21.00,48964
111/07/14,34014188,16045789881,466.00,477.50,463.00,475.00,4.50,36454
111/07/15,56039339,27285128552,481.00,494.00,477.00,492.50,17.50,63691
111/07/18,40797601,20142703483,495.50,498.50,488.50,495.50,3.00,42574
111/07/19,20554247,10063256350,487.50,493.00,486.50,491.00,-4.50,25035
111/07/20,36862724,18330197370,502.00,503.00,491.50,495.00,4.00,40233
111/07/21,23893063,11887266420,496.00,501.00,494.00,501.00,6.00,23039
111/07/22,26904474,13525083791,505.00,505.00,500.00,503.00,2.00,26122
111/07/25,16803972,8402110298,500.00,503.00,498.00,499.50,-3.50,17230
111/07/26,19524143,9665183112,499.50,499.50,491.00,495.00,-4.50,29293
111/07/27,18411136,9144660659,494.00,502.00,491.00,502.00,7.00,20351
111/07/28,35020547,17665645632,509.00,509.00,499.00,501.00,-1.00,31274
111/07/29,30632627,15571856556,508.00,510.00,504.00,509.00,8.00,24762
111/08/01,24991291,12569771761,506.00,508.00,500.00,504.00,-5.00,26792
111/08/02,42669591,20973293337,494.00,496.00,488.50,492.00,-12.00,63879
111/08/03,29838832,14823224632,494.00,501.00,493.00,501.00,9.00,25570
111/08/04,26589086,13279624282,499.00,503.00,495.00,500.00,-1.00,27173
111/08/05,35052642,17966410242,509.00,516.00,507.00,516.00,16.00,49928
111/08/08,20568971,10531710250,510.00,515.00,509.00,512.00,-4.00,18131
111/08/09,24370709,12372442661,507.00,511.00,504.00,510.00,-2.00,25433
111/08/10,22112239,11075581424,500.00,503.00,499.50,500.00,-10.00,35188
111/08/11,24906177,12771121611,513.00,514.00,510.00,514.00,14.00,23949
111/08/12,21343450,11016097043,515.00,518.00,514.00,517.00,3.00,21701
111/08/15,22519886,11755494600,520.00,524.00,519.00,523.00,6.00,27372
111/08/16,21234122,11141160337,526.00,526.00,523.00,525.00,2.00,20628
111/08/17,28461939,14943047011,524.00,527.00,521.00,527.00,2.00,26466
111/08/18,18721898,9734756997,520.00,521.00,519.00,520.00,-7.00,24209
111/08/19,14235983,7403584002,519.00,523.00,517.00,519.00,-1.00,14069
111/08/22,23175820,11849427903,511.00,514.00,510.00,510.00,-9.00,32130
111/08/23,20997847,10580935860,503.00,506.00,502.00,504.00,-6.00,34243
111/08/24,14995494,7560487746,504.00,508.00,503.00,503.00,-1.00,20031
111/08/25,10254367,5208471523,505.00,510.00,504.00,508.00,5.00,11664
111/08/26,13268148,6805419690,513.00,515.00,511.00,512.00,4.00,14862
111/08/29,28217313,14055439771,497.00,502.00,496.00,498.50,-13.50,60889
111/08/30,25699463,12787938496,497.50,500.00,496.00,496.00,-2.50,43669
111/08/31,50999514,25630339779,492.00,505.00,492.00,505.00,9.00,24054
111/09/01,42008490,20696930527,495.00,495.50,490.00,490.50,-14.50,93631
111/09/02,33877655,16486942365,488.00,489.50,485.00,485.00,-5.50,71175
111/09/05,17327720,8419762666,485.00,488.00,484.00,486.00,1.00,27611
111/09/06,21197718,10364807027,488.50,491.50,486.50,489.00,3.00,18950
111/09/07,38168331,18125281029,477.00,478.00,472.00,472.50,-16.50,101077
111/09/08,35355467,16755699888,473.00,475.00,472.00,475.00,2.50,37943
111/09/12,27181969,13268334545,485.00,491.00,485.00,486.50,11.50,26764
111/09/13,18916557,9329113594,495.00,495.00,491.00,493.00,6.50,20511
111/09/14,25046110,12023421519,478.50,482.50,476.00,480.00,-13.00,47333
111/09/15,24272164,11587112712,476.00,480.00,476.00,476.50,0.00,35435
111/09/16,41889816,19737743551,470.50,472.00,469.00,472.00,-4.50,51619
111/09/19,20724347,9713676332,472.00,473.00,466.50,467.00,-5.00,45650
111/09/20,23269759,11027746136,470.50,478.00,470.00,476.50,9.50,20621
111/09/21,24686050,11641957557,473.50,475.50,468.50,471.00,-5.50,30847
111/09/22,31417685,14524615830,462.00,468.00,459.00,464.50,-6.50,53974
111/09/23,32804066,15005076330,458.50,460.50,455.00,455.00,-9.50,82492
111/09/26,34856957,15560487370,443.00,454.00,443.00,446.50,-8.50,75861
111/09/27,29570005,13260363913,449.00,451.50,446.00,448.00,1.50,29995
111/09/28,37827459,16693442543,447.00,449.00,438.00,438.00,-10.00,78780
111/09/29,42884163,18748910795,443.00,443.50,432.00,435.00,-3.00,70971
111/09/30,58366820,24750796363,424.50,427.50,422.00,422.00,-13.00,87052
111/10/03,38354967,16068149231,418.50,424.50,416.50,417.00,-5.00,70127
111/10/04,42455417,18225995343,429.50,432.00,427.00,429.00,12.00,31696
111/10/05,48321335,21583755745,444.50,451.00,442.00,445.00,16.00,51865
111/10/06,30750331,13821382520,450.50,451.00,447.00,451.00,6.00,24907
111/10/07,32872044,14505036044,448.50,448.50,437.00,438.00,-13.00,45112
111/10/11,109842903,44572345642,408.00,412.50,401.00,401.50,-36.50,210614
111/10/12,64138351,25536098386,397.00,400.00,395.50,397.50,-4.00,114055
111/10/13,43158592,17239718998,400.50,403.00,395.00,395.00,-2.50,66846
111/10/14,59841064,24714069328,414.50,416.00,409.00,412.00,17.00,54666
111/10/17,45038159,17954868983,400.00,403.50,396.00,397.00,-15.00,66589
111/10/18,41304834,16675510801,406.50,407.00,399.50,407.00,10.00,30538
111/10/19,48655069,19398261013,404.00,405.00,395.50,395.50,-11.50,68211
111/10/20,63202035,24682371387,391.00,397.50,386.00,397.50,2.00,76430
111/10/21,38968511,15297273710,395.50,398.50,389.50,389.50,-8.00,64043
111/10/24,48691083,18995017699,395.00,397.50,387.00,387.00,-2.50,58612
111/10/25,81173913,30515958539,380.00,382.50,371.00,371.00,-16.00,155200
111/10/26,61440878,23045141097,370.50,379.00,370.00,376.00,5.00,46073
111/10/27,47160778,18190840150,384.50,389.00,382.50,385.50,9.50,37777
111/10/28,44691746,16923109361,379.50,382.00,375.00,379.50,-6.00,48116
111/10/31,40598928,15721543079,386.00,390.00,381.00,390.00,10.50,32816
111/11/01,42123141,16428079355,388.50,393.00,386.00,391.50,1.50,29780
111/11/02,23169428,9091891929,391.00,395.00,388.50,395.00,3.50,22285
111/11/03,42092776,16201844314,385.00,387.00,383.50,384.00,-11.00,52660
111/11/04,30839846,11762941797,381.00,384.50,378.50,382.00,-2.00,26895
111/11/07,37704746,14710405524,390.00,393.00,387.00,390.00,8.00,30880
111/11/08,32576136,12954941396,395.00,399.50,394.00,399.00,9.00,35956
111/11/09,56357663,23188739823,403.50,417.00,403.50,417.00,18.00,67569
111/11/10,33671621,13757669359,409.00,411.50,406.00,407.50,-9.50,36471
111/11/11,83770040,36838808146,441.50,442.00,435.00,441.50,34.00,100349
111/11/14,63282094,28257175788,450.00,450.00,441.50,445.00,3.50,48957
111/11/15,118536865,56191637241,465.00,487.00,462.00,480.00,35.00,139136
111/11/16,88416393,43103738374,491.50,494.00,481.50,487.00,7.00,98338
111/11/17,46850915,22547582604,482.50,485.00,475.00,485.00,-2.00,57331
111/11/18,37001332,18131673834,491.50,494.00,486.00,487.00,2.00,41694
111/11/21,30609465,14843805078,487.50,489.50,480.50,482.00,-5.00,35815
111/11/22,39329440,19112616916,476.00,491.00,476.00,491.00,9.00,40964
111/11/23,34752559,17111333375,494.50,496.00,488.50,492.00,1.00,32889
111/11/24,28477359,14073196704,494.00,496.00,492.00,496.00,4.00,34387
111/11/25,41461805,20594790238,494.00,498.00,494.00,498.00,2.00,34399
111/11/28,40815045,19790586320,486.00,490.00,480.50,480.50,-17.50,57163
111/11/29,40266315,19374604221,473.50,488.00,473.00,487.00,6.50,35929
111/11/30,60728041,29643130386,483.00,490.00,482.50,490.00,3.00,25325
111/12/01,43684491,21976936461,506.00,508.00,498.50,498.50,8.50,46181
111/12/02,29909021,14745810388,490.00,497.00,490.00,492.50,-6.00,31799
111/12/05,33048153,16272219716,491.50,497.50,489.00,489.00,-3.50,31739
111/12/06,44964237,21703863181,488.00,489.00,478.00,478.00,-11.00,44448
111/12/07,39978821,19128832587,477.00,485.50,475.00,475.00,-3.00,43603
111/12/08,28348573,13366736635,475.00,475.00,467.00,471.50,-3.50,45114
111/12/09,28903860,13881674073,478.00,484.50,476.00,481.50,10.00,25790
111/12/12,24064002,11435789974,476.50,478.00,473.50,475.00,-6.50,34393
111/12/13,36028109,17034191389,473.00,476.00,471.00,471.50,-3.50,36559
111/12/14,35263781,16860500181,472.00,480.50,472.00,480.50,9.00,25102
111/12/15,26001756,12446105928,476.00,481.50,474.50,480.50,0.00,21052
111/12/16,51707693,24262026661,466.50,471.00,465.50,471.00,-9.50,69011
111/12/19,24231653,11320207884,466.50,469.50,465.00,466.50,-4.50,30247
111/12/20,33181363,15291302176,465.00,467.00,455.00,457.50,-9.00,59543
111/12/21,40831313,18763874901,460.00,463.00,457.00,459.00,1.50,31581
111/12/22,14519582,6784664988,466.50,469.00,464.00,468.00,9.00,16893
111/12/23,26724153,12200056423,457.50,458.50,455.00,455.00,-13.00,63532
111/12/26,9152790,4171194858,454.00,457.00,453.50,456.50,1.50,16718
111/12/27,10486219,4820155221,458.00,462.50,457.00,457.00,0.50,13482
111/12/28,34823492,15643266841,451.00,452.00,446.00,451.00,-6.00,59400
111/12/29,25596357,11400284554,444.00,449.50,442.50,446.00,-5.00,34637
111/12/30,22297604,10079102379,455.00,456.50,448.50,448.50,2.50,23086
112/01/03,15311364,6871973708,446.00,453.50,443.00,453.00,4.50,22581
112/01/04,20626874,9310050329,449.50,455.00,448.50,449.50,-3.50,18233
112/01/05,23972099,10972616269,459.00,459.50,455.00,458.50,9.00,20752
112/01/06,21313593,9745142549,455.00,459.50,455.00,458.50, 0.00,16635
112/01/09,49186355,23352375299,468.00,481.00,467.50,481.00,22.50,57305
112/01/10,34785370,16867391241,486.00,487.00,483.00,486.00,5.00,36975
112/01/11,21749124,10531314878,487.00,488.00,482.00,484.50,-1.50,25457
112/01/12,22416984,10901640739,487.50,488.00,484.00,486.50,2.00,25780
112/01/13,81848755,41113175651,507.00,509.00,499.00,500.00,13.50,93121
112/01/16,38781925,19573968332,506.00,508.00,503.00,505.00,5.00,48051
112/01/17,29443522,14784661794,504.00,504.00,499.50,503.00,-2.00,27930
112/01/30,148413161,80057158264,542.00,543.00,534.00,543.00,40.00,153125
112/01/31,79212272,41736937234,537.00,538.00,521.00,522.00,-21.00,74279
112/02/01,42539626,22450948467,532.00,533.00,522.00,530.00,8.00,31487
112/02/02,46523592,25091483557,538.00,542.00,537.00,540.00,10.00,45495
112/02/03,34156234,18439613447,540.00,542.00,536.00,542.00,2.00,39674
112/02/06,32208918,17041821849,532.00,533.00,526.00,526.00,-16.00,46279
112/02/07,24362116,12767910080,524.00,528.00,522.00,523.00,-3.00,28519
112/02/08,37633169,20247927642,538.00,540.00,534.00,540.00,17.00,43495
112/02/09,22311345,12026317167,540.00,540.00,536.00,540.00, 0.00,19698
112/02/10,30445088,16545221176,544.00,546.00,541.00,545.00,5.00,40984
112/02/13,23903151,12921896752,544.00,544.00,538.00,541.00,-4.00,22431
112/02/14,23855974,12990943260,544.00,546.00,543.00,545.00,4.00,27983
112/02/15,66068713,34751111404,526.00,532.00,522.00,525.00,-20.00,103433
112/02/16,33509968,17692691883,528.00,531.00,524.00,528.00,3.00,27033
112/02/17,29673053,15385668299,524.00,524.00,516.00,518.00,-10.00,55965
112/02/20,21181235,10928087780,514.00,519.00,511.00,517.00,-1.00,25898
112/02/21,15097509,7771141142,515.00,517.00,513.00,516.00,-1.00,27200
112/02/22,26578867,13474662693,506.00,509.00,505.00,507.00,-9.00,47843
112/02/23,26801677,13846782345,512.00,521.00,510.00,518.00,11.00,26552
112/02/24,48372303,24932422713,524.00,525.00,511.00,511.00,-7.00,29612
112/03/01,45971058,23624972884,504.00,522.00,504.00,522.00,11.00,31738
112/03/02,18017085,9344352321,519.00,520.00,515.00,519.00,-3.00,14320
112/03/03,24117189,12510608773,524.00,525.00,516.00,516.00,-3.00,22160
112/03/06,24741125,12883854256,520.00,524.00,517.00,521.00,5.00,20678
112/03/07,27650283,14465320023,521.00,526.00,519.00,524.00,3.00,20595
112/03/08,27077587,14091713576,521.00,523.00,518.00,521.00,-3.00,20504
112/03/09,25639391,13430582677,525.00,526.00,522.00,522.00,1.00,16497
112/03/10,25572403,13122265260,515.00,516.00,511.00,513.00,-9.00,46216
112/03/13,22568740,11608973891,513.00,518.00,509.00,516.00,3.00,24150
112/03/14,26599476,13602260966,511.00,514.00,510.00,510.00,-6.00,24848
112/03/15,24080361,12350942139,515.00,516.00,510.00,511.00,1.00,21075
112/03/16,23325664,11809911840,505.00,510.00,504.00,505.00,0.00,33493
112/03/17,35872881,18538033584,516.00,518.00,513.00,518.00,13.00,21217
112/03/20,12752221,6542889562,517.00,518.00,510.00,512.00,-6.00,17709
112/03/21,18519120,9534730452,515.00,517.00,512.00,517.00,5.00,14094
112/03/22,45681056,24168561556,524.00,533.00,524.00,533.00,16.00,56483
112/03/23,28614856,15307492846,528.00,539.00,528.00,538.00,5.00,35313
112/03/24,22963771,12348311773,536.00,539.00,535.00,539.00,1.00,24762
112/03/27,17170557,9148085033,533.00,536.00,531.00,531.00,-8.00,17484
112/03/28,18327556,9629323504,525.00,530.00,524.00,525.00,-6.00,20744
112/03/29,17620195,9329137251,533.00,533.00,525.00,530.00,5.00,15653
112/03/30,20380650,10894446851,536.00,537.00,531.00,535.00,5.00,18171
112/03/31,24324776,12997575231,538.00,538.00,532.00,533.00,-2.00,15962
112/04/06,26706549,14130223516,530.00,531.00,526.00,530.00,-3.00,19144
112/04/07,11114272,5903807797,535.00,535.00,529.00,531.00,1.00,10285
112/04/10,8203168,4350907176,533.00,533.00,528.00,529.00,-2.00,11698
112/04/11,23087326,12101146147,522.00,527.00,522.00,524.00,-5.00,24432
112/04/12,24772925,12870788209,523.00,524.00,517.00,520.00,-4.00,37158
112/04/13,27501436,14121978133,515.00,517.00,510.00,510.00,-10.00,64834
112/04/14,21174653,10936462759,516.00,520.00,513.00,516.00,6.00,19962
112/04/17,17895837,9264789087,519.00,520.00,514.00,520.00,4.00,17444
112/04/18,15687059,8097905529,518.00,520.00,514.00,515.00,-5.00,17087
112/04/19,23209923,11881404238,517.00,518.00,509.00,510.00,-5.00,43281
112/04/20,21002685,10780268259,512.00,516.00,510.00,513.00,3.00,16627
112/04/21,25440179,13103618008,520.00,520.00,510.00,511.00,-2.00,22738
112/04/24,17579661,8903570323,505.00,510.00,504.00,507.00,-4.00,31635
112/04/25,40916105,20495640143,504.00,505.00,498.00,498.00,-9.00,92009
112/04/26,33174539,16353670134,498.00,498.50,491.00,491.50,-6.50,58580
112/04/27,34149043,16816693302,491.00,495.00,489.00,493.50,2.00,47699
112/04/28,38812949,19433015577,498.50,502.00,498.00,502.00,8.50,23746
112/05/02,17142380,8572554842,500.00,502.00,496.50,501.00,-1.00,18247
112/05/03,12694698,6305914905,496.00,498.00,495.00,496.00,-5.00,25658
112/05/04,13699933,6818128036,497.00,499.50,496.00,498.00,2.00,14801
112/05/05,7898012,3949232374,500.00,502.00,498.50,500.00,2.00,10944
112/05/08,11737287,5932968954,509.00,509.00,502.00,504.00,4.00,13709
112/05/09,18762778,9530653802,507.00,510.00,505.00,510.00,6.00,17452
112/05/10,19385820,9753130414,508.00,508.00,500.00,503.00,-7.00,26320
112/05/11,13775130,6894746011,506.00,506.00,498.50,499.00,-4.00,20237
112/05/12,20746928,10313384387,496.00,500.00,495.00,496.00,-3.00,27989
112/05/15,15548031,7721867966,497.00,499.50,494.50,495.50,-0.50,16896
112/05/16,24052785,12131536763,503.00,508.00,500.00,505.00,9.50,22355
112/05/17,44352410,22870340267,508.00,521.00,506.00,519.00,14.00,52663
112/05/18,46107848,24437734052,533.00,536.00,526.00,530.00,11.00,50359
112/05/19,34742592,18476363730,535.00,535.00,529.00,532.00,2.00,39104
112/05/22,19037508,10100912410,532.00,533.00,529.00,531.00,-1.00,18796
112/05/23,20126817,10638352410,530.00,531.00,525.00,530.00,-1.00,15826
112/05/24,22621221,11888325332,527.00,528.00,524.00,525.00,-5.00,16339
112/05/25,68360924,36976525917,542.00,545.00,537.00,543.00,18.00,80930
112/05/26,104924623,59322536825,568.00,568.00,563.00,566.00,23.00,131612
112/05/29,58813792,33454887785,574.00,574.00,564.00,568.00,2.00,52250
112/05/30,47490594,26861389177,566.00,568.00,563.00,566.00,-2.00,32956
112/05/31,90675529,50573324515,560.00,562.00,551.00,558.00,-8.00,39679
112/06/01,25257673,13920836412,550.00,554.00,550.00,551.00,-7.00,25441
112/06/02,34705102,19460144774,559.00,564.00,557.00,562.00,11.00,30644
112/06/05,17483804,9730882750,560.00,560.00,555.00,555.00,-7.00,20211
112/06/06,21562088,12043550635,554.00,562.00,553.00,560.00,5.00,15551
112/06/07,29091913,16449319451,561.00,568.00,560.00,568.00,8.00,29548
112/06/08,25250687,14190442437,562.00,568.00,555.00,559.00,-9.00,27238
112/06/09,19776199,11160654540,561.00,566.00,561.00,565.00,6.00,16713
112/06/12,28656646,16431644333,574.00,574.00,571.00,574.00,9.00,38130
112/06/13,62671781,37077358748,593.00,594.00,589.00,593.00,19.00,84903
112/06/14,25981992,15311616372,590.00,591.00,587.00,590.00,-3.00,28171
112/06/15,29868798,17618169127,590.00,593.00,587.00,591.00,0.00,28303
112/06/16,41560389,24417862365,590.00,590.00,584.00,589.00,-2.00,27450
112/06/19,14883308,8682282040,583.00,585.00,582.00,583.00,-6.00,18979
112/06/20,17013418,9902274410,579.00,585.00,579.00,583.00, 0.00,17658
112/06/21,23718735,13782152333,582.00,585.00,578.00,581.00,-2.00,25132
112/06/26,29870090,17192208130,576.00,578.00,574.00,574.00,-7.00,28167
112/06/27,22447417,12847067878,570.00,575.00,569.00,572.00,-2.00,20736
112/06/28,18684508,10734873692,579.00,579.00,571.00,574.00,2.00,15939
112/06/29,18046268,10372330946,578.00,580.00,570.00,573.00,-1.00,17649
112/06/30,33830922,19401712736,570.00,576.00,568.00,576.00,3.00,20529
112/07/03,15118041,8743824984,578.00,580.00,576.00,579.00,3.00,15659
112/07/04,17777363,10361905547,585.00,585.00,580.00,585.00,6.00,18848
112/07/05,15553503,9060750346,589.00,589.00,579.00,582.00,-3.00,16504
112/07/06,32069711,18234491768,573.00,574.00,565.00,565.00,-17.00,60108
112/07/07,19858943,11244712238,565.00,572.00,563.00,565.00, 0.00,21855
112/07/10,18996089,10794393087,567.00,573.00,565.00,565.00, 0.00,17792
112/07/11,18566571,10665245909,574.00,577.00,570.00,577.00,12.00,17795
112/07/12,16220006,9338600582,574.00,578.00,572.00,578.00,1.00,14426
112/07/13,26878397,15790086719,587.00,590.00,585.00,585.00,7.00,32540
112/07/14,24381177,14372679526,589.00,591.00,587.00,591.00,6.00,26789
112/07/17,14311753,8428551949,588.00,591.00,587.00,591.00, 0.00,18226
112/07/18,22022410,12866196578,587.00,588.00,580.00,581.00,-10.00,31079
112/07/19,24909638,14517904258,584.00,587.00,579.00,581.00, 0.00,20069
112/07/20,15676734,9102325307,580.00,584.00,578.00,579.00,-2.00,19382
112/07/21,52275128,29291080481,560.00,563.00,557.00,560.00,-19.00,86810
112/07/24,27656825,15469188055,557.00,563.00,557.00,558.00,-2.00,30269
112/07/25,22767807,12899067927,561.00,569.00,561.00,569.00,11.00,21119
112/07/26,15147698,8586520667,569.00,571.00,563.00,566.00,-3.00,21679
112/07/27,13004888,7396939592,570.00,570.00,566.00,569.00,3.00,12672
112/07/28,19009675,10814265557,569.00,573.00,565.00,567.00,-2.00,19313
112/07/31,28409339,16044638425,575.00,575.00,560.00,565.00,-2.00,28425
112/08/01,18916866,10711815419,565.00,568.00,564.00,567.00,2.00,13827
112/08/02,34495766,19394908189,567.00,569.00,558.00,561.00,-6.00,34408
112/08/04,29320685,16266624892,556.00,560.00,552.00,554.00,-7.00,47739
112/08/07,15607870,8719529904,558.00,561.00,556.00,558.00,4.00,13239
112/08/08,21167596,11708530913,558.00,558.00,551.00,552.00,-6.00,33867
112/08/09,15088059,8355524852,550.00,557.00,550.00,554.00,2.00,14590
112/08/10,18884431,10418779108,552.00,554.00,550.00,551.00,-3.00,21572
112/08/11,24816095,13663661565,556.00,558.00,546.00,546.00,-5.00,33682
112/08/14,24728477,13344853868,540.00,543.00,537.00,541.00,-5.00,44024
112/08/15,16341396,8859336259,543.00,545.00,540.00,542.00,1.00,20787
112/08/16,29612963,15981443678,541.00,543.00,536.00,542.00, 0.00,44555
112/08/17,24070209,13048399357,540.00,546.00,537.00,544.00,2.00,18167
112/08/18,19582982,10591633376,540.00,544.00,539.00,539.00,-5.00,21346
112/08/21,18313588,9840509268,544.00,544.00,534.00,537.00,-2.00,33922
112/08/22,14853796,8041168413,544.00,544.00,538.00,541.00,4.00,13606
112/08/23,21701684,11920663477,546.00,552.00,544.00,552.00,11.00,21521
112/08/24,24409517,13715472727,563.00,564.00,558.00,564.00,12.00,28550
112/08/25,25782760,14141567044,549.00,551.00,546.00,546.00,-18.00,42456
112/08/28,9384631,5166103257,547.00,553.00,547.00,549.00,3.00,11096
112/08/29,10969386,6035376093,551.00,553.00,546.00,552.00,3.00,11040
112/08/30,18674649,10396527428,558.00,560.00,554.00,555.00,3.00,14916
112/08/31,47265347,25978808976,553.00,556.00,548.00,549.00,-6.00,19831
112/09/01,15194921,8331995536,543.00,553.00,543.00,548.00,-1.00,12739
112/09/04,9772925,5412329762,549.00,557.00,549.00,557.00,9.00,12158
112/09/05,14337041,7911531475,553.00,555.00,550.00,552.00,-5.00,13714
112/09/06,14442757,7972706415,556.00,556.00,550.00,550.00,-2.00,12752
112/09/07,22610385,12305542681,546.00,548.00,542.00,542.00,-8.00,41564
112/09/08,16702110,8980038278,535.00,540.00,535.00,539.00,-3.00,36672
112/09/11,15540773,8348107210,539.00,540.00,536.00,536.00,-3.00,31155
112/09/12,17135765,9268673682,536.00,545.00,536.00,544.00,8.00,20545
112/09/13,16836487,9146776791,545.00,548.00,541.00,541.00,-3.00,18111
112/09/14,18377284,10058129685,544.00,550.00,543.00,550.00,0.00,19037
112/09/15,44681949,24818735444,549.00,558.00,547.00,558.00,8.00,18023
112/09/18,40148161,21843932948,548.00,549.00,540.00,540.00,-18.00,58958
112/09/19,21099739,11374956906,539.00,543.00,538.00,538.00,-2.00,45323
112/09/20,28098535,15065407249,536.00,538.00,535.00,535.00,-3.00,50355
112/09/21,35984810,19006048743,530.00,531.00,526.00,527.00,-8.00,96356
112/09/22,33499481,17519111007,523.00,525.00,522.00,522.00,-5.00,68488
112/09/25,20583374,10814706278,522.00,529.00,522.00,525.00,3.00,23438
112/09/26,29064997,15130935931,521.00,524.00,519.00,519.00,-6.00,66748
112/09/27,18655088,9709749290,517.00,523.00,516.00,522.00,3.00,22249
112/09/28,28350350,14826254349,523.00,525.00,520.00,523.00,1.00,20589
112/10/02,26891996,14300676237,530.00,534.00,528.00,533.00,10.00,23151
112/10/03,17601440,9335110434,528.00,533.00,528.00,529.00,-4.00,17430
112/10/04,29808729,15519741014,521.00,523.00,519.00,520.00,-9.00,49176
112/10/05,25749184,13563941939,523.00,529.00,523.00,528.00,8.00,19027
112/10/06,16160314,8587684448,530.00,533.00,529.00,532.00,4.00,14047
112/10/11,61670562,33477968593,542.00,544.00,540.00,544.00,12.00,43385
112/10/12,36350241,19916786786,545.00,550.00,544.00,550.00,6.00,35333
112/10/13,34704924,19128100250,550.00,554.00,548.00,553.00,3.00,31159
112/10/16,21867048,11909042136,546.00,547.00,542.00,545.00,-8.00,21225
112/10/17,19462529,10712565922,550.00,552.00,548.00,551.00,6.00,19538
112/10/18,28848123,15664232734,549.00,549.00,540.00,540.00,-11.00,27159
112/10/19,26999255,14717458172,540.00,548.00,540.00,546.00,6.00,18309
112/10/20,49143932,27116129760,549.00,556.00,546.00,556.00,10.00,41402
112/10/23,24172637,13193058890,552.00,553.00,543.00,544.00,-12.00,23393
112/10/24,15761516,8562488660,543.00,546.00,540.00,544.00, 0.00,15637
112/10/25,17137199,9371422161,544.00,551.00,544.00,544.00, 0.00,12233
112/10/26,31682955,16851704175,530.00,535.00,530.00,531.00,-13.00,45750
112/10/27,17050787,9094404470,534.00,536.00,532.00,533.00,2.00,14773
112/10/30,23299422,12374705789,531.00,534.00,528.00,532.00,-1.00,24536
112/10/31,28073280,14873552534,535.00,535.00,527.00,529.00,-3.00,32067
112/11/01,14028881,7432561094,533.00,533.00,527.00,528.00,-1.00,15452
112/11/02,31075778,16846430251,536.00,547.00,535.00,547.00,19.00,32075
112/11/03,16673456,9129495705,547.00,549.00,545.00,549.00,2.00,17911
112/11/06,31297186,17321453879,553.00,556.00,550.00,550.00,1.00,32684
112/11/07,16990175,9406486499,552.00,555.00,550.00,555.00,5.00,15356
112/11/08,16780331,9308096586,550.00,557.00,550.00,556.00,1.00,17845
112/11/09,13649525,7577883144,551.00,557.00,551.00,557.00,1.00,12731
112/11/10,14105575,7841514218,555.00,557.00,554.00,557.00, 0.00,15342
112/11/13,46556047,26712320428,579.00,580.00,571.00,571.00,14.00,51281
112/11/14,25366980,14553766501,576.00,576.00,571.00,572.00,1.00,29653
112/11/15,53122455,30807985243,583.00,583.00,575.00,581.00,9.00,56108
112/11/16,31059487,18056972159,581.00,583.00,578.00,583.00,2.00,25771
112/11/17,22878229,13295351545,579.00,583.00,579.00,580.00,-3.00,22517
112/11/20,26606128,15343389700,576.00,579.00,575.00,577.00,-3.00,21159
112/11/21,39880714,23286785359,582.00,585.00,581.00,585.00,8.00,35442
112/11/22,23922047,13783944507,576.00,579.00,574.00,577.00,-8.00,31701
112/11/23,15143501,8714906968,574.00,578.00,574.00,578.00,1.00,15621
112/11/24,12503334,7192811445,577.00,578.00,574.00,575.00,-3.00,12961
112/11/27,20321872,11598721713,573.00,577.00,568.00,568.00,-7.00,28620
112/11/28,26932029,15393289150,565.00,576.00,565.00,575.00,7.00,17693
112/11/29,27786565,15937354487,578.00,579.00,570.00,574.00,-1.00,23135
112/11/30,54365027,31284297816,576.00,577.00,570.00,577.00,3.00,18807
112/12/01,28797795,16600169332,573.00,579.00,573.00,579.00,2.00,18507
112/12/04,29424299,16917950637,582.00,582.00,571.00,574.00,-5.00,23004
112/12/05,27355530,15570195609,571.00,572.00,567.00,570.00,-4.00,26933
112/12/06,23116422,13197098680,568.00,575.00,568.00,570.00, 0.00,15802
112/12/07,24259384,13786125780,570.00,573.00,566.00,566.00,-4.00,26821
112/12/08,39243978,22520643109,574.00,577.00,570.00,570.00,4.00,23505
112/12/11,29204446,16730528425,572.00,575.00,570.00,574.00,4.00,19353
112/12/12,32856787,19003744361,580.00,581.00,575.00,578.00,4.00,22572
112/12/13,24327758,14033215240,576.00,579.00,576.00,577.00,-1.00,18524
112/12/14,40580966,23556973793,581.00,582.00,579.00,582.00,0.00,33409
112/12/15,58693166,34304458160,585.00,586.00,580.00,585.00,3.00,35791
112/12/18,26938728,15672718097,579.00,585.00,577.00,585.00, 0.00,22094
112/12/19,30591879,17885392353,588.00,588.00,580.00,585.00, 0.00,21981
112/12/20,38628249,22578626040,587.00,587.00,583.00,585.00, 0.00,25685
